Symbol	Location
TDRD6	Cytosol
C12orf40	Cytosol
FAHD1	Nucleus
PRKRA	Nucleus
PLD5	Cytosol
ALX1	Golgi apparatus
ZNF609	Cytosol
CCDC66	Plasma membrane
CCDC66	Cytosol
CCDC66	Cytoskeleton
ZNF571	Plasma membrane
GLIPR1L2	Cytosol
NRIP1	Cytosol
RNF182	Cytosol
TSPYL5	Golgi apparatus
SKIDA1	Cytosol
HIST1H2BC	Cytosol
PCGF5	Golgi apparatus
CHRM4	Nucleus
SHISA2	Cytosol
CXCR2	Cytoskeleton
CXCR2	Mitochondrion
CXCR2	Nucleus
C11orf42	Nucleus
C11orf42	Cytosol
CAPS2	Cytoskeleton
CAPS2	Cytosol
CUEDC1	Cytoskeleton
SCRIB	Nucleus
CMTR2	Nucleus
SLC26A11	Nucleus
HIGD1A	Nucleus
MAPK15	Plasma membrane
POLR2A	Cytosol
FRAT2	Mitochondrion
TMEM132E	Cytosol
ZNF322	Cytoskeleton
ZNF322	Cytosol
LRRC75A	Cytosol
DDN	Cytosol
ZNF678	Nucleus
TMEM45A	Cytosol
SETD2	Cytosol
MRPS23	Nucleus
TNFSF15	Cytosol
ZFP41	Plasma membrane
PLAG1	Cytoskeleton
PLAG1	Cytosol
ODF3L2	Golgi apparatus
COPG1	Cytosol
COPG1	Nucleus
RNF41	Cytoskeleton
COA4	Mitochondrion
PRKAG1	Nucleus
RTKN2	Mitochondrion
PNMA8A	Cytosol
CHST15	Cytoskeleton
OR6B2	Cytosol
TMEM259	Nucleus
TNRC18	Cytosol
FAM181B	Nucleus
DEXI	Cytosol
FAM89A	Nucleus
TDRKH	Cytoskeleton
ERCC6L2	Cytosol
RGMA	Cytosol
ARL6IP4	Mitochondrion
SHMT2	Cytoskeleton
MOB2	Cytosol
ZSCAN22	Cytoskeleton
FBXL6	Cytosol
C1S	Cytosol
PGBD4	Cytoskeleton
TSHZ2	Nucleus
CAPN12	Nucleus
KPNA2	Cytosol
BGN	Endoplasmic Reticulum
CEP97	Cytosol
CAV3	Cytosol
LIMK2	Cytosol
ADI1	Golgi apparatus
NXPH3	Mitochondrion
TTC3	Cytosol
KCNB2	Cytoskeleton
KCNB2	Nucleus
BRICD5	Nucleus
ANXA2	Cytosol
RGS6	Cytosol
HOXB4	Cytoskeleton
RPS17	Nucleus
CRIP2	Plasma membrane
C16orf72	Cytosol
RGS7	Mitochondrion
SLC25A18	Nucleus
SPATA13	Cytosol
GJC1	Cytosol
CNOT10	Cytosol
MTA1	Cytosol
ZNF320	Cytosol
AP2A2	Nucleus
SLC25A10	Nucleus
LYSMD4	Cytoskeleton
NKX2-5	Cytosol
BEGAIN	Cytosol
BEGAIN	Golgi apparatus
SMDT1	Nucleus
RUVBL2	Cytoskeleton
PRR36	Nucleus
SELENOF	Cytosol
TMEM121B	Nucleus
TMEM121B	Plasma membrane
CABCOCO1	Cytosol
CABCOCO1	Nucleus
KIAA2026	Nucleus
C19orf71	Endoplasmic Reticulum
CCDC159	Cytosol
ASB7	Nucleus
SH2D7	Cytosol
TNFAIP8L3	Nucleus
ZNF438	Cytosol
PRR32	Cytoskeleton
PRR32	Nucleus
NDUFB1	Nucleus
TRMT12	Mitochondrion
GPR1	Nucleus
GPR1	Cytosol
RFLNB	Cytosol
RFLNB	Plasma membrane
EFHC2	Plasma membrane
TRIM52	Cytoskeleton
TMEM50A	Cytoskeleton
TMEM50A	Cytosol
TBK1	Cytosol
KREMEN1	Cytosol
CHEK2	Golgi apparatus
FOXL2	Cytoskeleton
SLC35F3	Nucleus
EMILIN3	Cytoskeleton
NUDT14	Nucleus
ANKRD45	Cytoskeleton
ANKRD45	Plasma membrane
SCN5A	Nucleus
TTC32	Nucleus
KMT5A	Cytosol
PP2D1	Cytoskeleton
TMPRSS2	Nucleus
SPRR4	Cytosol
KCNJ12	Cytosol
KCNJ12	Nucleus
PPP1R2	Cytosol
CMSS1	Mitochondrion
ALDH1A3	Cytosol
POU6F1	Cytoskeleton
TM2D3	Cytosol
TSSC4	Cytosol
TACSTD2	Nucleus
TACSTD2	Cytosol
PRKD1	Cytosol
MAP7D2	Cytosol
CSF1	Nucleus
MAML2	Cytosol
THAP7	Cytosol
KNTC1	Plasma membrane
SOCS3	Plasma membrane
XPOT	Cytosol
TMEM173	Nucleus
PDE4B	Cytosol
AMER1	Plasma membrane
AMER1	Cytosol
HIST2H2BE	Cytosol
SEPT5	Cytoskeleton
LRRC26	Nucleus
DDX53	Cytosol
NDUFA12	Cytosol
SATL1	Cytosol
PRR23B	Cytosol
PRR23B	Mitochondrion
APOO	Cytosol
PRR16	Cytosol
PRR16	Cytoskeleton
DRD1	Cytosol
ARMCX2	Nucleus
TCEAL2	Cytosol
DMRTC1B	Cytoskeleton
SORCS2	Cytosol
DGAT1	Nucleus
CA13	Cytosol
MAFF	Mitochondrion
SEMA4B	Nucleus
SEMA4B	Cytosol
SLC24A3	Cytosol
INTS5	Cytosol
HSF1	Cytosol
HIST1H2BL	Cytosol
INPP5J	Nucleus
DDX51	Cytosol
TNFAIP2	Nucleus
ZNF445	Cytosol
ZNF445	Mitochondrion
MAGEA11	Cytosol
PPIL6	Golgi apparatus
ZNF74	Cytoskeleton
ZBTB37	Cytosol
ARL15	Plasma membrane
CDK10	Cytoskeleton
SOCS1	Cytosol
TEDC1	Cytosol
TEDC1	Nucleus
HS6ST3	Cytoskeleton
HS6ST3	Plasma membrane
HGS	Cytosol
SMYD3	Cytosol
STAC3	Cytosol
FAAP100	Cytosol
IRF7	Cytosol
L3MBTL1	Plasma membrane
NR2F2	Cytosol
TLCD2	Nucleus
AHNAK2	Plasma membrane
MRPL40	Nucleus
PSMD13	Cytosol
PBX1	Cytosol
BRWD1	Cytosol
PMEL	Golgi apparatus
PRAME	Plasma membrane
YTHDF3	Cytosol
IKZF1	Cytosol
PCYT2	Nucleus
EVI2B	Plasma membrane
THNSL1	Mitochondrion
IFITM1	Cytosol
POMK	Cytosol
RTN4RL1	Nucleus
SHOX	Cytosol
AIDA	Cytoskeleton
NBPF6	Cytosol
ZBTB6	Mitochondrion
WWOX	Cytosol
KIF18B	Cytosol
EDARADD	Cytosol
SLC51B	Cytosol
GABRA5	Nucleus
THBS2	Cytosol
THBS2	Nucleus
RXRA	Golgi apparatus
ANKRD37	Mitochondrion
SPATA12	Plasma membrane
GNG2	Cytosol
RGS7BP	Cytoskeleton
SMYD4	Nucleus
GPATCH8	Mitochondrion
NF2	Cytosol
HPDL	Nucleus
KATNA1	Nucleus
ARAP1	Cytosol
BCDIN3D	Nucleus
CFAP73	Cytosol
BCR	Nucleus
SPIN4	Nucleus
ZNF397	Cytoskeleton
ZSCAN30	Cytosol
HEXIM1	Cytosol
ERCC6L	Cytosol
ERCC6L	Nucleus
ZNF395	Cytosol
SHTN1	Cytosol
SHTN1	Plasma membrane
AL162231.1	Endoplasmic Reticulum
AL162231.1	Nucleus
ZNF546	Cytosol
FNBP1	Cytosol
DYNC2H1	Cytosol
DYNC2H1	Nucleus
RSBN1L	Plasma membrane
EPOR	Nucleus
LUZP2	Plasma membrane
PTMA	Cytosol
TLR5	Cytosol
TLR5	Nucleus
TET3	Cytosol
EXD3	Cytoskeleton
C17orf97	Cytosol
DHRS4L2	Nucleus
SPRY4	Cytosol
C9orf153	Cytosol
LIN28B	Cytosol
DNAH17	Cytosol
PEAR1	Cytoskeleton
ZFP69B	Cytosol
RTL4	Cytosol
RTL4	Plasma membrane
C2orf66	Cytosol
S100A3	Golgi apparatus
S100A3	Plasma membrane
UBQLN2	Plasma membrane
RILPL1	Nucleus
ARL4C	Cytosol
MAPK12	Cytosol
TMEM215	Endoplasmic Reticulum
TMEM215	Cytosol
COL4A5	Cytosol
AGRN	Plasma membrane
HEPACAM2	Nucleus
ZNF793	Cytosol
TUBB4B	Mitochondrion
HES4	Cytosol
ENO4	Nucleus
ZNF559	Cytosol
SLC38A3	Cytoskeleton
GTF2F2	Cytoskeleton
CHM	Cytosol
COL25A1	Endoplasmic Reticulum
DUSP28	Cytosol
NBR1	Nucleus
NDOR1	Cytoskeleton
NDOR1	Nucleus
CFAP54	Cytosol
FAM72B	Plasma membrane
RTL6	Cytosol
S100A16	Plasma membrane
SAXO2	Golgi apparatus
ZDHHC9	Cytosol
ZBED6CL	Cytosol
TMEM120B	Cytosol
FSIP2	Mitochondrion
RBM34	Mitochondrion
SPRED3	Cytosol
SPRED3	Plasma membrane
ZNF548	Cytosol
SLX4	Plasma membrane
SLX4	Cytosol
BEND4	Cytosol
HUS1B	Cytosol
ADAT2	Cytosol
ADAT2	Nucleus
MAGEB16	Cytoskeleton
ZNF567	Cytosol
RELN	Cytosol
FAM111B	Cytosol
H1F0	Cytoskeleton
H1F0	Golgi apparatus
GAGE2A	Cytosol
GAGE2A	Golgi apparatus
LITAF	Cytosol
ARID2	Plasma membrane
SP6	Cytoskeleton
SP6	Mitochondrion
ANKRD34B	Cytosol
ZNF573	Cytosol
ZNF527	Golgi apparatus
ZNF33A	Cytosol
PCDH18	Golgi apparatus
MAOA	Cytosol
PNRC2	Golgi apparatus
RRP7A	Plasma membrane
SPANXN4	Nucleus
KAZN	Cytosol
KIAA0408	Cytosol
C8orf76	Cytosol
SYCP2	Cytosol
SYCP2	Plasma membrane
PAX5	Cytosol
TDRD7	Nucleus
MYT1	Cytosol
AKR1C3	Endoplasmic Reticulum
ZNF250	Cytosol
WDSUB1	Cytosol
ZNF79	Plasma membrane
KIF19	Cytoskeleton
MPHOSPH8	Cytosol
MPHOSPH8	Plasma membrane
TUBB	Mitochondrion
XPNPEP3	Cytosol
ZKSCAN7	Nucleus
NTNG2	Cytoskeleton
LONP1	Nucleus
TRRAP	Golgi apparatus
SLC35F1	Cytosol
ZNF34	Cytosol
ZNF774	Cytosol
SPANXD	Cytosol
NBPF4	Cytosol
ARMCX4	Cytosol
PIK3R4	Cytoskeleton
ZNF605	Cytosol
TRAPPC2	Nucleus
ARL9	Nucleus
SLC6A9	Nucleus
FAM72A	Plasma membrane
MKL1	Cytosol
HRH1	Cytosol
RABL6	Cytoskeleton
TTC30B	Cytoskeleton
HSH2D	Cytosol
ZNF33B	Cytosol
AMZ2	Cytosol
S100A2	Plasma membrane
CD47	Cytosol
STRN3	Cytoskeleton
C6orf106	Cytoskeleton
C6orf106	Cytosol
ADA	Cytosol
ZFP28	Cytosol
SCN8A	Cytosol
HIST3H2BB	Cytosol
ARHGEF12	Nucleus
NOP9	Cytosol
SLC39A10	Plasma membrane
CASP4	Plasma membrane
METTL9	Cytosol
SERTAD1	Nucleus
GAL3ST4	Cytosol
PCBP2	Cytosol
SRC	Cytosol
ADAM32	Nucleus
ACSL5	Nucleus
ABCB8	Nucleus
PSMD12	Cytosol
PSMD12	Nucleus
CYSRT1	Cytoskeleton
CYSRT1	Cytosol
TBC1D9B	Nucleus
GTF2E2	Cytosol
BLM	Cytosol
ZNF720	Nucleus
SVIL	Cytosol
ZNF655	Plasma membrane
UAP1L1	Cytosol
DACT3	Nucleus
ADARB1	Cytosol
C5AR1	Cytosol
CYP2B6	Cytosol
STMN3	Cytosol
SLC2A10	Cytosol
RPF2	Mitochondrion
ATG7	Nucleus
ATG7	Plasma membrane
SIPA1L1	Cytoskeleton
CCDC154	Golgi apparatus
NMB	Plasma membrane
PARVA	Cytosol
KLHL14	Cytoskeleton
FAM114A1	Nucleus
RPE	Nucleus
RPE	Plasma membrane
RPS26	Nucleus
HOXC6	Cytosol
TXNRD3	Cytosol
MCMBP	Plasma membrane
MCMBP	Cytosol
ZNF780A	Cytoskeleton
ZNF461	Nucleus
ZNF44	Cytosol
ZNF44	Cytoskeleton
GPAA1	Cytoskeleton
GPAA1	Mitochondrion
HIST1H2BK	Cytosol
HES5	Cytosol
ZNF677	Cytoskeleton
PLCG2	Nucleus
FCHSD1	Cytosol
AKAP17A	Cytosol
KEL	Nucleus
NOL8	Mitochondrion
IRAK4	Cytosol
IRAK4	Nucleus
FCGR1B	Golgi apparatus
SPANXA1	Cytosol
AKR1B10	Plasma membrane
ZBTB14	Cytosol
CD2AP	Cytosol
HMGN5	Mitochondrion
DDRGK1	Nucleus
TFDP1	Cytosol
ZNF334	Cytosol
AC092143.1	Mitochondrion
CACNA1E	Cytoskeleton
CACNA1E	Cytosol
HELZ	Cytoskeleton
HELZ	Plasma membrane
TMEM116	Nucleus
ZKSCAN8	Cytosol
ZNF442	Cytosol
SPRED2	Cytosol
ZNF26	Nucleus
NRARP	Nucleus
ZNF583	Cytosol
ZNF480	Cytosol
ANKRD35	Nucleus
CNGA1	Nucleus
GPN1	Mitochondrion
ZNF511	Cytosol
SPANXC	Cytosol
LRBA	Cytosol
AKR1C4	Endoplasmic Reticulum
COPS8	Cytosol
CCDC69	Cytoskeleton
CCDC69	Golgi apparatus
STK39	Cytosol
TTC37	Cytosol
TUSC1	Nucleus
FAN1	Cytosol
UNC13B	Golgi apparatus
UNC13B	Cytoskeleton
UNC13B	Nucleus
SMURF1	Nucleus
GPATCH3	Cytosol
RPL10A	Nucleus
COLGALT2	Cytosol
TMEM184B	Nucleus
LRIG2	Nucleus
FOXJ3	Cytosol
SFT2D1	Cytosol
ARHGAP11A	Nucleus
ZNF277	Plasma membrane
C1orf68	Cytosol
R3HDM4	Cytosol
RUNDC1	Cytosol
CCDC152	Cytosol
CAPZA2	Cytosol
TGM2	Plasma membrane
ARMCX6	Nucleus
SGMS1	Cytosol
INF2	Nucleus
TATDN3	Golgi apparatus
FAM229B	Golgi apparatus
PRR9	Nucleus
EEF1AKMT2	Cytosol
HIST2H2BF	Cytosol
PCMTD2	Nucleus
SPANXA2	Cytosol
C10orf62	Nucleus
EFCAB7	Cytosol
EFCAB7	Plasma membrane
LDLRAD1	Golgi apparatus
RHOXF2B	Nucleus
MAFB	Cytosol
MAFB	Golgi apparatus
PHACTR4	Cytoskeleton
GPRIN2	Mitochondrion
ZDBF2	Cytosol
BMPR2	Nucleus
TCEA3	Cytosol
RING1	Cytosol
TAP2	Nucleus
AGER	Nucleus
FKBPL	Mitochondrion
SMIM5	Golgi apparatus
ERICH2	Cytosol
DXO	Plasma membrane
SKIV2L	Cytosol
SKIV2L	Mitochondrion
NEU1	Plasma membrane
HSPA1B	Nucleus
HSPA1L	Nucleus
MSH5	Endoplasmic Reticulum
MPIG6B	Cytosol
MPIG6B	Endoplasmic Reticulum
MPIG6B	Nucleus
MPIG6B	Plasma membrane
LY6G5C	Cytosol
FAM155A	Cytoskeleton
PRRC2A	Nucleus
PRRC2A	Plasma membrane
MICB	Nucleus
POU5F1	Cytosol
MRPS18B	Plasma membrane
PRR3	Cytosol
ZNF468	Cytosol
DISP3	Cytosol
ASPDH	Cytosol
MAS1L	Nucleus
RANBP17	Cytosol
DCTN1	Mitochondrion
ZBTB48	Cytosol
IGFL2	Plasma membrane
GPR20	Cytosol
UQCC3	Cytosol
C12orf73	Plasma membrane
PCDHGA1	Nucleus
PCDHA5	Mitochondrion
PCDHA5	Nucleus
PCDHA4	Cytosol
ERICH4	Cytosol
PRSS1	Endoplasmic Reticulum
SPIRE2	Cytoskeleton
SPIRE2	Cytosol
CCNI2	Cytosol
CCNI2	Nucleus
FAM205A	Nucleus
CCDC144NL	Nucleus
ATP6AP1L	Nucleus
CCDC85C	Mitochondrion
RGL3	Cytosol
CDPF1	Nucleus
DENND1C	Cytoskeleton
DENND1C	Nucleus
C5orf51	Cytosol
GAGE1	Cytosol
GAGE1	Golgi apparatus
OLIG2	Plasma membrane
NYNRIN	Nucleus
NYNRIN	Cytosol
PRR23A	Cytosol
PRR23A	Mitochondrion
HLA-A	Golgi apparatus
LNP1	Nucleus
DIO2	Plasma membrane
PRR22	Cytosol
C17orf51	Cytosol
MT-ND4L	Cytoskeleton
DENND1B	Nucleus
CRIP1	Cytoskeleton
CRIP1	Plasma membrane
DNLZ	Nucleus
TSGA13	Plasma membrane
LTC4S	Cytosol
ANKRD39	Cytosol
HAUS7	Nucleus
SIPA1	Golgi apparatus
SIPA1	Plasma membrane
ARL2	Cytosol
ARL2	Golgi apparatus
SRA1	Cytosol
SRA1	Cytoskeleton
DNAJC9	Plasma membrane
ZBTB9	Cytosol
NDUFS3	Nucleus
PPP1CB	Plasma membrane
LAT	Golgi apparatus
SLC35F6	Nucleus
EMP2	Cytosol
SLC23A3	Plasma membrane
LTB4R2	Nucleus
CLDN9	Cytosol
TAX1BP3	Cytosol
ZNF90	Golgi apparatus
MEF2B	Plasma membrane
MRPL23	Nucleus
ZNF891	Cytosol
WEE2	Cytosol
C19orf38	Golgi apparatus
C19orf38	Plasma membrane
ANG	Cytoskeleton
NEURL1B	Cytoskeleton
SPINK13	Nucleus
NOTO	Cytosol
EML6	Cytosol
ARHGEF33	Nucleus
MTCP1	Plasma membrane
ARHGEF28	Plasma membrane
GOLGA6B	Cytoskeleton
GOLGA6B	Nucleus
UBE2QL1	Plasma membrane
GOLGA8B	Cytosol
GAGE12G	Cytosol
GAGE12G	Golgi apparatus
GAGE10	Cytosol
GAGE10	Golgi apparatus
SIAH3	Nucleus
FAM72D	Plasma membrane
TNFRSF25	Nucleus
IGSF23	Plasma membrane
GAGE12E	Cytosol
GAGE12E	Golgi apparatus
CCDC7	Cytosol
CCDC7	Mitochondrion
PAM16	Cytoskeleton
NPTXR	Nucleus
ZNF880	Cytoskeleton
TRIM16	Plasma membrane
APOL6	Cytosol
C3orf36	Cytosol
UBA52	Nucleus
UBA52	Plasma membrane
ZNF630	Cytosol
TRIM49D1	Cytosol
HLA-DPB1	Nucleus
GAGE12J	Cytosol
GAGE12J	Golgi apparatus
GAGE12H	Cytosol
GAGE12H	Golgi apparatus
PRRT4	Peroxisome
PRRT4	Plasma membrane
PLEKHM1	Nucleus
C5orf67	Cytosol
ERVMER34-1	Cytosol
ZNF717	Plasma membrane
SPANXB1	Cytosol
PARG	Cytosol
AKR1B15	Plasma membrane
GAGE12D	Cytosol
GAGE12D	Golgi apparatus
SCAMP4	Plasma membrane
ORM2	Golgi apparatus
C19orf24	Golgi apparatus
SAPCD1	Plasma membrane
ORM1	Golgi apparatus
NKX1-2	Nucleus
ZNF688	Plasma membrane
ACBD6	Cytosol
ANKRD18B	Cytosol
PPP1R2B	Cytosol
ZBED9	Golgi apparatus
MCTS1	Plasma membrane
KRTAP25-1	Cytosol
KRTAP25-1	Plasma membrane
SMIM26	Cytosol
PIRT	Plasma membrane
PRR23C	Cytosol
PRR23C	Mitochondrion
TRIM49D2	Cytosol
HIST1H2BN	Cytosol
H2BFS	Cytosol
ZSCAN31	Cytosol
RPEL1	Nucleus
RPEL1	Plasma membrane
PNMA6A	Nucleus
ZBED5	Nucleus
GAGE12F	Cytosol
GAGE12F	Golgi apparatus
ARHGEF38	Cytoskeleton
B3GNT9	Nucleus
GAGE12C	Cytosol
GAGE12C	Golgi apparatus
KLHL41	Nucleus
KLHL41	Plasma membrane
STPG4	Cytosol
NME1	Plasma membrane
GET4	Mitochondrion
LRRD1	Cytosol
KRBOX1	Golgi apparatus
PCDHGC5	Nucleus
RDH14	Cytosol
MIF	Nucleus
RPL36A	Plasma membrane
EGFL8	Nucleus
ATP5MF	Nucleus
ARPC1A	Cytosol
PLEKHO2	Nucleus
PWP2	Cytosol
PI4KA	Plasma membrane
HYPK	Cytoskeleton
PCDHGC4	Nucleus
SERPINB10	Cytosol
DECR2	Cytoskeleton
MICAL3	Cytosol
MICAL3	Plasma membrane
PCDHAC2	Mitochondrion
PRAF2	Cytosol
CFB	Plasma membrane
ZNF487	Cytosol
NME2	Cytoskeleton
NME2	Plasma membrane
TTC4	Cytosol
TMEM141	Plasma membrane
AL645922.1	Plasma membrane
SCARF2	Cytosol
CEBPA	Cytosol
USP51	Nucleus
PCDHAC1	Cytosol
RBM14-RBM4	Cytosol
FMN1	Cytosol
ZNF286B	Cytosol
ZNF324B	Cytosol
ECSCR	Nucleus
PDCD6	Nucleus
PTTG2	Nucleus
TRMT9B	Cytosol
PRODH2	Cytosol
ALG1L2	Nucleus
ZNF550	Cytoskeleton
AC005324.3	Plasma membrane
PCDHGA12	Nucleus
CCDC71L	Cytosol
PCDHGB6	Nucleus
SMIM18	Cytoskeleton
PCDHGA5	Nucleus
PCDHGA7	Nucleus
PCDHGA6	Nucleus
PCDHGA8	Nucleus
UTP14C	Cytosol
PCDHGA10	Cytosol
PCDHGA10	Nucleus
PCDHGA11	Cytosol
PCDHGA11	Nucleus
PCDHGB2	Nucleus
PCDHGB4	Nucleus
CLDN23	Plasma membrane
LYN	Cytosol
PINX1	Mitochondrion
PCDHGB7	Nucleus
PCDHGB1	Cytoskeleton
PCDHGB1	Nucleus
PCDHGA3	Nucleus
SIGLEC14	Plasma membrane
AP002495.1	Mitochondrion
AP5B1	Golgi apparatus
BORCS8	Nucleus
BRK1	Plasma membrane
GLYATL1B	Cytosol
HTD2	Nucleus
NANOGP8	Cytosol
TRAPPC2B	Nucleus
ZNF10	Nucleus
AL139300.1	Cytosol
AL139300.1	Nucleus
POLG2	Mitochondrion
C17orf100	Cytosol
AC023055.1	Cytosol
RPL36A-HNRNPH2	Plasma membrane
ZNF625	Nucleus
MAP1LC3B2	Nucleus
C17orf49	Cytosol
PDF	Nucleus
AL139011.2	Mitochondrion
AC005726.1	Nucleus
TRIM6-TRIM34	Nucleus
TRIM34	Nucleus
AC105001.2	Golgi apparatus
CEP95	Cytoskeleton
CEP95	Mitochondrion
CEP95	Cytosol
TUBB3	Mitochondrion
ITGB3	Nucleus
BUB1B-PAK6	Plasma membrane
ZHX1-C8orf76	Cytosol
MRPL46	Plasma membrane
MRPL46	Nucleus
HOXB7	Cytosol
PMF1-BGLAP	Cytosol
KCNJ18	Cytosol
KCNJ18	Nucleus
DUX4	Cytosol
DUX4	Golgi apparatus
AC245033.1	Cytosol
AC245033.1	Nucleus
CCPG1	Endoplasmic Reticulum
TMEM178B	Nucleus
BOP1	Mitochondrion
TUBB8	Mitochondrion
C15orf65	Cytosol
PCDHGA9	Nucleus
MYMX	Mitochondrion
PCDHGB3	Cytosol
PCDHGB3	Nucleus
PCDHGA4	Nucleus
OVCA2	Cytosol
SRSF8	Cytosol
FAM72C	Plasma membrane
OTUD7B	Mitochondrion
AC138696.1	Plasma membrane
TXNIP	Cytosol
SRGAP2	Nucleus
NCOA4	Cytosol
NCOA4	Golgi apparatus
S1PR2	Nucleus
SMIM22	Cytosol
ERVV-2	Cytoskeleton
MAGIX	Mitochondrion
DMRTC1	Cytoskeleton
ERVV-1	Cytoskeleton
AC011455.2	Cytosol
ZIM2	Cytosol
AC004754.1	Nucleus
COMMD3-BMI1	Cytosol
KMT2B	Cytosol
CFAP206	Plasma membrane
AC008695.1	Cytoskeleton
EPOP	Cytosol
HIST1H2BM	Cytosol
LHX1	Golgi apparatus
HIST1H2BG	Cytosol
USP27X	Nucleus
NOL12	Cytosol
GAGE13	Cytosol
GAGE13	Golgi apparatus
CBSL	Nucleus
HIST1H2BE	Cytosol
TPTE	Endoplasmic Reticulum
HIST1H2BO	Cytosol
AL139260.3	Mitochondrion
PPP4R3B	Cytoskeleton
NUDT18	Golgi apparatus
ZNF2	Nucleus
GAGE2E	Cytosol
GAGE2E	Golgi apparatus
FCGBP	Golgi apparatus
HNF1B	Cytosol
FP565260.1	Cytosol
C17orf98	Nucleus
HIST1H2BH	Cytosol
CCL15	Cytosol
ARHGAP23	Cytosol
PRSS2	Endoplasmic Reticulum
SIK1B	Cytosol
CRYAA2	Nucleus
PIK3R6	Cytosol
PIK3R6	Plasma membrane
AC004556.1	Nucleus
HIST1H2BB	Cytosol
PCDHGB5	Nucleus
DACH1	Golgi apparatus
AC007325.2	Nucleus
AC007325.2	Cytosol
HIST1H2BF	Cytosol
MARCKS	Cytosol
MARCKS	Endoplasmic Reticulum
MARCKS	Nucleus
ZNF670	Cytosol
RDM1	Cytosol
PRICKLE4	Mitochondrion
MYO19	Cytosol
ZNF229	Plasma membrane
DHRS11	Golgi apparatus
ACACA	Cytoskeleton
ACACA	Nucleus
HIST1H2BI	Cytosol
FP565260.6	Cytoskeleton
AC010487.3	Cytosol
ZNF511-PRAP1	Cytosol
EXOC3L2	Golgi apparatus
EXOC3L2	Nucleus
AP001273.2	Cytosol
AC004922.1	Cytosol
AC012476.1	Cytosol
TFPI	Cytosol
CCDC109B	Nucleus
AC004381.6	Nucleus
ITGA2B	Nucleus
GDE1	Nucleus
C19orf60	Cytosol
SCIN	Cytosol
DNAJC11	Cytosol
TCEB3	Nucleus
MAP4K3	Cytoskeleton
PRICKLE3	Nucleus
TACC3	Endoplasmic Reticulum
XYLT2	Nucleus
HGF	Cytosol
MRE11A	Nucleus
RTFDC1	Nucleus
GRAMD1B	Nucleus
CCDC28A	Cytosol
IFNGR1	Endoplasmic Reticulum
TSSC1	Nucleus
APBA2	Nucleus
ZZZ3	Nucleus
TUBG2	Cytoskeleton
SKIV2L2	Nucleus
FAM65A	Golgi apparatus
FAM65C	Nucleus
TRIT1	Nucleus
WDR37	Cytosol
CTPS2	Nucleus
ARAP2	Nucleus
KIAA2022	Nucleus
SLC4A8	Cytoskeleton
PRSS8	Cytosol
CBLN4	Endoplasmic Reticulum
CHRDL2	Mitochondrion
TAB2	Cytosol
C4orf27	Cytosol
TBXAS1	Cytosol
WNT8A	Cytosol
GUCY1B3	Cytosol
CDH3	Cytosol
APPBP2	Cytosol
SEZ6	Cytoskeleton
GLTSCR1	Nucleus
MTMR1	Nucleus
MYLK	Cytosol
GSTO2	Nucleus
PRKCQ	Cytoskeleton
TIE1	Cytosol
TRO	Nucleus
ATP2B3	Golgi apparatus
COASY	Nucleus
CLEC2D	Nucleus
MAOB	Nucleus
KIAA1107	Golgi apparatus
CECR5	Mitochondrion
UFD1L	Endoplasmic Reticulum
IKBKAP	Nucleus
SPTB	Golgi apparatus
DGCR2	Nucleus
WDR1	Cytosol
WBSCR22	Nucleus
ATP6AP1	Cytosol
CYBRD1	Golgi apparatus
ACAP1	Cytosol
CA12	Nucleus
BCS1L	Cytosol
HACD3	Nucleus
ANO8	Nucleus
TIMM21	Nucleus
MARK3	Nucleus
PLD1	Plasma membrane
GPC4	Cytosol
IL4R	Cytosol
SLC25A43	Nucleus
MAP2	Nucleus
LAMP3	Nucleus
ITM2A	Nucleus
NRD1	Nucleus
CLUL1	Cytosol
LRRC16A	Cytosol
PGM1	Cytoskeleton
MOXD1	Nucleus
CRYBG3	Nucleus
IL12RB2	Cytosol
FYB	Plasma membrane
MPP4	Nucleus
COBLL1	Nucleus
KCNK2	Mitochondrion
PIBF1	Nucleus
EIF3I	Nucleus
COL16A1	Golgi apparatus
EFR3B	Nucleus
GCKR	Cytoskeleton
MAPRE3	Cytosol
WNT11	Cytosol
MGST2	Nucleus
PGS1	Cytoskeleton
C14orf166	Nucleus
KIF9	Nucleus
FKBP1A	Cytoskeleton
SNX5	Nucleus
IGBP1	Cytosol
GANAB	Nucleus
OTUB2	Nucleus
LAMB4	Cytosol
AC013461.1	Cytosol
TF	Mitochondrion
TRPM7	Nucleus
BLNK	Nucleus
IL11	Mitochondrion
TREM2	Cytosol
EFHC1	Cytosol
TMED1	Cytosol
ERMP1	Nucleus
NRP1	Mitochondrion
FAM21A	Nucleus
FBXL19	Cytoskeleton
MAGEB2	Nucleus
IGFALS	Nucleus
IZUMO4	Nucleus
RASSF7	Cytoskeleton
ARVCF	Nucleus
TBC1D10A	Nucleus
TOP3B	Cytosol
DGCR14	Nucleus
MFNG	Cytoskeleton
ADRBK2	Nucleus
TRIOBP	Cytosol
DEPDC5	Golgi apparatus
PICK1	Mitochondrion
SBF1	Endoplasmic Reticulum
NEFH	Nucleus
TRMU	Nucleus
TRIM9	Cytosol
C14orf105	Nucleus
GALNT16	Nucleus
PCNX	Nucleus
CDC25B	Nucleus
TM9SF4	Mitochondrion
