symbol	kegg_terms
PLOD3	Lysine degradation,Metabolic pathways,Other types of O-glycan biosynthesis
SETD1A	Lysine degradation,Metabolic pathways
SETDB1	Lysine degradation,Metabolic pathways,Signaling pathways regulating pluripotency of stem cells
AP3S2	Lysosome
AP3M2	Lysosome
AP3S1	Lysosome
TPP1	Lysosome
CLN3	Lysosome
CLN5	Lysosome
CTNS	Lysosome
CTSE	Lysosome
AGA	Lysosome,Other glycan degradation
DNASE2	Lysosome
GGA2	Lysosome
FUCA1	Lysosome,Other glycan degradation
MFSD8	Lysosome
GALC	Lysosome,Metabolic pathways,Sphingolipid metabolism
GGA1	Lysosome
GBA	Lysosome,Metabolic pathways,Other glycan degradation,Sphingolipid metabolism
SLC17A5	Lysosome
AP3M1	Lysosome
LAMP3	Lysosome
GM2A	Lysosome
SUMF1	Lysosome
M6PR	Lysosome,Phagosome,Salmonella infection
ARSA	Lysosome,Sphingolipid metabolism
MAN2B1	Lysosome,Other glycan degradation
ASAH1	Lysosome,Metabolic pathways,Sphingolipid metabolism,Sphingolipid signaling pathway
NAGPA	Lysosome
ACP2	Lysosome,Metabolic pathways,Riboflavin metabolism
ACP5	Lysosome,Metabolic pathways,Osteoclast differentiation,Rheumatoid arthritis,Riboflavin metabolism
CTSA	Lysosome,Renin-angiotensin system
PSAP	Lysosome,Pertussis,Pertussis,Phagosome,Phagosome,Sphingolipid metabolism
SLC11A1	Lysosome
SMPD1	Lysosome,Metabolic pathways,Necroptosis,Sphingolipid metabolism,Sphingolipid signaling pathway
LAPTM5	Lysosome
GNPTAB	Lysosome
AP3B2	Lysosome
AP3B1	Lysosome
CD164	Lysosome
AP3D1	Lysosome
NAPSA	Lysosome
SCARB2	Lysosome
LITAF	Lysosome
ENTPD4	Lysosome,Metabolic pathways,Purine metabolism,Pyrimidine metabolism
CD63	Lysosome,Proteoglycans in cancer
CD68	Lysosome
LAPTM4A	Lysosome
RASGRP1	MAPK signaling pathway,PD-L1 expression and PD-1 checkpoint pathway in cancer,Pathways in cancer,Platelet activation,Ras signaling pathway,T cell receptor signaling pathway
DUSP10	MAPK signaling pathway
RASGRP4	MAPK signaling pathway,Pathways in cancer,Ras signaling pathway
DUSP2	MAPK signaling pathway
DUSP3	MAPK signaling pathway
DUSP4	MAPK signaling pathway
STMN1	MAPK signaling pathway,MicroRNAs in cancer
MAX	MAPK signaling pathway,Pathways in cancer,Small cell lung cancer,Transcriptional misregulation in cancer
MAP3K11	MAPK signaling pathway,Non-alcoholic fatty liver disease
NTF3	MAPK signaling pathway,Neurotrophin signaling pathway,PI3K-Akt signaling pathway,Ras signaling pathway
ECSIT	MAPK signaling pathway
TAOK3	MAPK signaling pathway
MAP3K20	MAPK signaling pathway
PPM1A	MAPK signaling pathway
PPP5C	MAPK signaling pathway
PTPN7	MAPK signaling pathway
PTPRR	MAPK signaling pathway
MAP4K2	MAPK signaling pathway
RASGRF2	MAPK signaling pathway,Ras signaling pathway
MAPKAPK3	MAPK signaling pathway,VEGF signaling pathway
DUSP16	MAPK signaling pathway
PTPN5	MAPK signaling pathway
LAMTOR3	MAPK signaling pathway,mTOR signaling pathway
RPS6KA4	MAPK signaling pathway,TNF signaling pathway
TAOK2	MAPK signaling pathway
MAPK8IP1	MAPK signaling pathway
RAPGEF2	MAPK signaling pathway,Rap1 signaling pathway,Tight junction
GYPC	Malaria
POMT1	Mannose type O-glycan biosynthesis,Metabolic pathways,Other types of O-glycan biosynthesis
B4GAT1	Mannose type O-glycan biosynthesis,Metabolic pathways
LARGE2	Mannose type O-glycan biosynthesis,Metabolic pathways
B3GAT2	Mannose type O-glycan biosynthesis,Metabolic pathways
MGAT5B	Mannose type O-glycan biosynthesis,Metabolic pathways,N-Glycan biosynthesis
B3GALNT2	Mannose type O-glycan biosynthesis,Metabolic pathways
FKTN	Mannose type O-glycan biosynthesis,Metabolic pathways
B3GAT1	Mannose type O-glycan biosynthesis,Metabolic pathways
POMT2	Mannose type O-glycan biosynthesis,Metabolic pathways,Other types of O-glycan biosynthesis
POMGNT1	Mannose type O-glycan biosynthesis,Metabolic pathways
FKRP	Mannose type O-glycan biosynthesis,Metabolic pathways
LARGE1	Mannose type O-glycan biosynthesis,Metabolic pathways
CHST10	Mannose type O-glycan biosynthesis,Metabolic pathways
MNX1	Maturity onset diabetes of the young
FOXA3	Maturity onset diabetes of the young
ONECUT1	Maturity onset diabetes of the young,Signaling pathways regulating pluripotency of stem cells
IAPP	Maturity onset diabetes of the young,Neuroactive ligand-receptor interaction
MAFA	Maturity onset diabetes of the young,Type II diabetes mellitus
NEUROD1	Maturity onset diabetes of the young
PAX4	Maturity onset diabetes of the young
PAX6	Maturity onset diabetes of the young,Signaling pathways regulating pluripotency of stem cells
HNF1A	Maturity onset diabetes of the young
RACK1	Measles
RCHY1	Measles,Ubiquitin mediated proteolysis,p53 signaling pathway
RAB9B	Measles,Salmonella infection
SLAMF1	Measles
RAB9A	Measles,Salmonella infection
MITF	Melanogenesis,Melanoma,Mitophagy - animal,Osteoclast differentiation,Pathways in cancer,Transcriptional misregulation in cancer
TYR	Melanogenesis,Metabolic pathways,Tyrosine metabolism
TYRP1	Melanogenesis,Metabolic pathways,Tyrosine metabolism
ADA	Metabolic pathways,Primary immunodeficiency,Purine metabolism
ACOT8	Metabolic pathways,Peroxisome,Primary bile acid biosynthesis
MTHFS	Metabolic pathways,Metabolic pathways,One carbon pool by folate,One carbon pool by folate
ALG3	Metabolic pathways,N-Glycan biosynthesis,Various types of N-glycan biosynthesis
PIP	Metabolic pathways,Sulfur metabolism
SPTLC1	Metabolic pathways,Sphingolipid metabolism,Sphingolipid signaling pathway
ATP5MG	Metabolic pathways,Oxidative phosphorylation,Thermogenesis
PMVK	Metabolic pathways,Peroxisome,Terpenoid backbone biosynthesis
DHRS4	Metabolic pathways,Peroxisome,Retinol metabolism
MAN1A2	Metabolic pathways,N-Glycan biosynthesis,Protein processing in endoplasmic reticulum,Various types of N-glycan biosynthesis
HIBADH	Metabolic pathways,Valine leucine and isoleucine degradation
TREH	Metabolic pathways,Starch and sucrose metabolism
GALNT6	Metabolic pathways,Mucin type O-glycan biosynthesis,Other types of O-glycan biosynthesis
GALNT5	Metabolic pathways,Mucin type O-glycan biosynthesis,Other types of O-glycan biosynthesis
CA5B	Metabolic pathways,Nitrogen metabolism
MAN1B1	Metabolic pathways,N-Glycan biosynthesis,Protein processing in endoplasmic reticulum,Various types of N-glycan biosynthesis
MGAT4B	Metabolic pathways,N-Glycan biosynthesis,Various types of N-glycan biosynthesis
MGAT4A	Metabolic pathways,N-Glycan biosynthesis,Various types of N-glycan biosynthesis
GALNT13	Metabolic pathways,Metabolic pathways,Mucin type O-glycan biosynthesis,Mucin type O-glycan biosynthesis,Other types of O-glycan biosynthesis,Other types of O-glycan biosynthesis
GALNT15	Metabolic pathways,Metabolic pathways,Metabolic pathways,Metabolic pathways,Mucin type O-glycan biosynthesis,Mucin type O-glycan biosynthesis,Mucin type O-glycan biosynthesis,Mucin type O-glycan biosynthesis,Other types of O-glycan biosynthesis,Other types of O-glycan biosynthesis,Other types of O-glycan biosynthesis,Other types of O-glycan biosynthesis
GALNT7	Metabolic pathways,Metabolic pathways,Mucin type O-glycan biosynthesis,Mucin type O-glycan biosynthesis,Other types of O-glycan biosynthesis,Other types of O-glycan biosynthesis
CYP2R1	Metabolic pathways,Steroid biosynthesis
DEGS2	Metabolic pathways,Sphingolipid metabolism,Sphingolipid signaling pathway
CANT1	Metabolic pathways,Purine metabolism,Pyrimidine metabolism
ACER1	Metabolic pathways,Sphingolipid metabolism,Sphingolipid signaling pathway
NEU4	Metabolic pathways,Other glycan degradation,Sphingolipid metabolism
ACMSD	Metabolic pathways,Tryptophan metabolism
SGPP2	Metabolic pathways,Sphingolipid metabolism,Sphingolipid signaling pathway
SPP2	Metabolic pathways,Sphingolipid metabolism,Sphingolipid signaling pathway
CMBL	Metabolic pathways
COX11	Metabolic pathways,Oxidative phosphorylation,Thermogenesis
ALG10B	Metabolic pathways,N-Glycan biosynthesis
ALG10	Metabolic pathways,Metabolic pathways,N-Glycan biosynthesis,N-Glycan biosynthesis
RDH10	Metabolic pathways,Retinol metabolism
CYP8B1	Metabolic pathways,PPAR signaling pathway,Primary bile acid biosynthesis
CYP24A1	Metabolic pathways,MicroRNAs in cancer,Parathyroid hormone synthesis secretion and action,Steroid biosynthesis
CYP26A1	Metabolic pathways,Retinol metabolism
CYP27B1	Metabolic pathways,Parathyroid hormone synthesis secretion and action,Steroid biosynthesis,Tuberculosis
DBH	Metabolic pathways,Tyrosine metabolism
DBT	Metabolic pathways,Propanoate metabolism,Valine leucine and isoleucine degradation
DCK	Metabolic pathways,Purine metabolism,Pyrimidine metabolism
SGMS2	Metabolic pathways,Sphingolipid metabolism,Sphingolipid signaling pathway
DGUOK	Metabolic pathways,Purine metabolism
DHCR7	Metabolic pathways,Steroid biosynthesis
DHCR24	Metabolic pathways,Steroid biosynthesis
DPAGT1	Metabolic pathways,N-Glycan biosynthesis
ALG14	Metabolic pathways,N-Glycan biosynthesis,Various types of N-glycan biosynthesis
STT3B	Metabolic pathways,N-Glycan biosynthesis,Protein processing in endoplasmic reticulum,Various types of N-glycan biosynthesis
CERS3	Metabolic pathways,Sphingolipid metabolism,Sphingolipid signaling pathway
FDFT1	Metabolic pathways,Steroid biosynthesis
DOLK	Metabolic pathways,N-Glycan biosynthesis
SIRT2	Metabolic pathways,Nicotinate and nicotinamide metabolism
SIRT5	Metabolic pathways,Nicotinate and nicotinamide metabolism
SIRT4	Metabolic pathways,Nicotinate and nicotinamide metabolism
ETHE1	Metabolic pathways,Sulfur metabolism
NNT	Metabolic pathways,Nicotinate and nicotinamide metabolism
AMACR	Metabolic pathways,Peroxisome,Primary bile acid biosynthesis
CERS6	Metabolic pathways,Sphingolipid metabolism,Sphingolipid signaling pathway
CERS5	Metabolic pathways,Metabolic pathways,Sphingolipid metabolism,Sphingolipid metabolism,Sphingolipid signaling pathway,Sphingolipid signaling pathway
GALNT1	Metabolic pathways,Mucin type O-glycan biosynthesis,Other types of O-glycan biosynthesis
GALNT2	Metabolic pathways,Mucin type O-glycan biosynthesis,Other types of O-glycan biosynthesis
GALNT3	Metabolic pathways,Mucin type O-glycan biosynthesis,Other types of O-glycan biosynthesis
SGMS1	Metabolic pathways,Sphingolipid metabolism,Sphingolipid signaling pathway
GALNT8	Metabolic pathways,Mucin type O-glycan biosynthesis,Other types of O-glycan biosynthesis
GCNT1	Metabolic pathways,Mucin type O-glycan biosynthesis
ACAD8	Metabolic pathways,Valine leucine and isoleucine degradation
B4GALNT3	Metabolic pathways,Various types of N-glycan biosynthesis
CYP2S1	Metabolic pathways,Metabolism of xenobiotics by cytochrome P450,Retinol metabolism
GUK1	Metabolic pathways,Purine metabolism
ALG5	Metabolic pathways,N-Glycan biosynthesis
CERS2	Metabolic pathways,Sphingolipid metabolism,Sphingolipid signaling pathway
HAGH	Metabolic pathways,Pyruvate metabolism
NT5C	Metabolic pathways,Nicotinate and nicotinamide metabolism,Purine metabolism,Pyrimidine metabolism
HMOX2	Metabolic pathways,Mineral absorption,Porphyrin and chlorophyll metabolism
B4GALNT4	Metabolic pathways,Various types of N-glycan biosynthesis
ENPP7	Metabolic pathways,Sphingolipid metabolism
ACER2	Metabolic pathways,Sphingolipid metabolism,Sphingolipid signaling pathway
IDI1	Metabolic pathways,Terpenoid backbone biosynthesis
STT3A	Metabolic pathways,N-Glycan biosynthesis,Protein processing in endoplasmic reticulum,Various types of N-glycan biosynthesis
GALNT18	Metabolic pathways,Mucin type O-glycan biosynthesis,Other types of O-glycan biosynthesis
LBR	Metabolic pathways,Steroid biosynthesis
LSS	Metabolic pathways,Steroid biosynthesis
MAN1A1	Metabolic pathways,N-Glycan biosynthesis,Protein processing in endoplasmic reticulum,Various types of N-glycan biosynthesis
MAN2A2	Metabolic pathways,N-Glycan biosynthesis,Various types of N-glycan biosynthesis
MAN2A1	Metabolic pathways,N-Glycan biosynthesis,Various types of N-glycan biosynthesis
MGAT5	Metabolic pathways,N-Glycan biosynthesis
GALNT17	Metabolic pathways,Metabolic pathways,Mucin type O-glycan biosynthesis,Mucin type O-glycan biosynthesis,Other types of O-glycan biosynthesis,Other types of O-glycan biosynthesis
MVD	Metabolic pathways,Terpenoid backbone biosynthesis
MVK	Metabolic pathways,Peroxisome,Terpenoid backbone biosynthesis
NT5E	Metabolic pathways,Nicotinate and nicotinamide metabolism,Purine metabolism,Pyrimidine metabolism
GALNT9	Metabolic pathways,Mucin type O-glycan biosynthesis,Other types of O-glycan biosynthesis
POMP	Metabolic pathways,Proteasome,Purine metabolism,Pyrimidine metabolism
GCNT4	Metabolic pathways,Mucin type O-glycan biosynthesis
PDE6A	Metabolic pathways,Phototransduction,Purine metabolism
PDE6C	Metabolic pathways,Purine metabolism
HSD17B7	Metabolic pathways,Ovarian steroidogenesis,Steroid biosynthesis,Steroid hormone biosynthesis
PDE7A	Metabolic pathways,Morphine addiction,Purine metabolism
PDE9A	Metabolic pathways,Purine metabolism
SIRT7	Metabolic pathways,Nicotinate and nicotinamide metabolism
ENPP3	Metabolic pathways,Nicotinate and nicotinamide metabolism,Pantothenate and CoA biosynthesis,Purine metabolism,Pyrimidine metabolism,Riboflavin metabolism,Starch and sucrose metabolism
ADA2	Metabolic pathways,Purine metabolism
ATP5ME	Metabolic pathways,Oxidative phosphorylation,Thermogenesis
NUDT9	Metabolic pathways,Purine metabolism
DPM3	Metabolic pathways,N-Glycan biosynthesis
BPNT2	Metabolic pathways,Phosphatidylinositol signaling system,Sulfur metabolism
SPTLC3	Metabolic pathways,Sphingolipid metabolism,Sphingolipid signaling pathway
ACER3	Metabolic pathways,Sphingolipid metabolism
SMPD3	Metabolic pathways,Sphingolipid metabolism
GALNT10	Metabolic pathways,Mucin type O-glycan biosynthesis,Other types of O-glycan biosynthesis
ST6GALNAC1	Metabolic pathways,Mucin type O-glycan biosynthesis
ALG1	Metabolic pathways,N-Glycan biosynthesis,Various types of N-glycan biosynthesis
CYP26B1	Metabolic pathways,Retinol metabolism
ASAH2	Metabolic pathways,Sphingolipid metabolism,Sphingolipid signaling pathway
MCCC1	Metabolic pathways,Valine leucine and isoleucine degradation
NT5M	Metabolic pathways,Nicotinate and nicotinamide metabolism,Purine metabolism,Pyrimidine metabolism
MAN1C1	Metabolic pathways,N-Glycan biosynthesis,Protein processing in endoplasmic reticulum,Various types of N-glycan biosynthesis
GALNT16	Metabolic pathways,Metabolic pathways,Mucin type O-glycan biosynthesis,Mucin type O-glycan biosynthesis,Other types of O-glycan biosynthesis,Other types of O-glycan biosynthesis
GBA2	Metabolic pathways,Other glycan degradation,Sphingolipid metabolism
PRUNE1	Metabolic pathways,Purine metabolism
BCKDHA	Metabolic pathways,Propanoate metabolism,Valine leucine and isoleucine degradation
BCKDHB	Metabolic pathways,Propanoate metabolism,Valine leucine and isoleucine degradation
RPN2	Metabolic pathways,N-Glycan biosynthesis,Protein processing in endoplasmic reticulum,Various types of N-glycan biosynthesis
MSMO1	Metabolic pathways,Steroid biosynthesis
SC5D	Metabolic pathways,Steroid biosynthesis
MCCC2	Metabolic pathways,Valine leucine and isoleucine degradation
CHST8	Metabolic pathways,Various types of N-glycan biosynthesis
BLVRB	Metabolic pathways,Porphyrin and chlorophyll metabolism,Riboflavin metabolism
ST6GAL1	Metabolic pathways,N-Glycan biosynthesis,Other types of O-glycan biosynthesis
SQLE	Metabolic pathways,Steroid biosynthesis
AKR1D1	Metabolic pathways,Primary bile acid biosynthesis,Steroid hormone biosynthesis
SUOX	Metabolic pathways,Sulfur metabolism
BST1	Metabolic pathways,Nicotinate and nicotinamide metabolism,Pancreatic secretion,Salivary secretion
TM7SF2	Metabolic pathways,Steroid biosynthesis
UGCG	Metabolic pathways,Sphingolipid metabolism
CA4	Metabolic pathways,Nitrogen metabolism,Proximal tubule bicarbonate reclamation
CA6	Metabolic pathways,Nitrogen metabolism
CA9	Metabolic pathways,Nitrogen metabolism
ALG8	Metabolic pathways,N-Glycan biosynthesis
ALG12	Metabolic pathways,N-Glycan biosynthesis,Various types of N-glycan biosynthesis
CERS4	Metabolic pathways,Sphingolipid metabolism,Sphingolipid signaling pathway
GALNT14	Metabolic pathways,Mucin type O-glycan biosynthesis,Other types of O-glycan biosynthesis
GALNT12	Metabolic pathways,Mucin type O-glycan biosynthesis,Other types of O-glycan biosynthesis
HSD3B7	Metabolic pathways,Primary bile acid biosynthesis
PDHX	Metabolic pathways
SGPP1	Metabolic pathways,Sphingolipid metabolism,Sphingolipid signaling pathway
FAHD1	Metabolic pathways,Tyrosine metabolism
ACOX2	Metabolic pathways,PPAR signaling pathway,Peroxisome,Primary bile acid biosynthesis
NUDT12	Metabolic pathways,Nicotinate and nicotinamide metabolism,Peroxisome
NT5C1A	Metabolic pathways,Nicotinate and nicotinamide metabolism,Purine metabolism,Pyrimidine metabolism
ST6GAL2	Metabolic pathways,N-Glycan biosynthesis,Other types of O-glycan biosynthesis
ALG2	Metabolic pathways,N-Glycan biosynthesis,Various types of N-glycan biosynthesis
DEGS1	Metabolic pathways,Sphingolipid metabolism,Sphingolipid signaling pathway
RDH16	Metabolic pathways,Retinol metabolism
DPM1	Metabolic pathways,N-Glycan biosynthesis
SGPL1	Metabolic pathways,Sphingolipid metabolism,Sphingolipid signaling pathway
SELENBP1	Metabolic pathways,Sulfur metabolism
IDI2	Metabolic pathways,Terpenoid backbone biosynthesis
B4GALT6	Metabolic pathways,Sphingolipid metabolism
B4GALT5	Metabolic pathways,Mucin type O-glycan biosynthesis
SPTLC2	Metabolic pathways,Sphingolipid metabolism,Sphingolipid signaling pathway
ENTPD6	Metabolic pathways,Purine metabolism,Pyrimidine metabolism
ATP5MF	Metabolic pathways,Oxidative phosphorylation,Thermogenesis
CYP2F1	Metabolism of xenobiotics by cytochrome P450
AKR1C1	Metabolism of xenobiotics by cytochrome P450,Steroid hormone biosynthesis
BMI1	MicroRNAs in cancer,MicroRNAs in cancer,Signaling pathways regulating pluripotency of stem cells,Signaling pathways regulating pluripotency of stem cells,Transcriptional misregulation in cancer,Transcriptional misregulation in cancer
SPRY2	MicroRNAs in cancer
IGF2BP1	MicroRNAs in cancer
CDCA5	MicroRNAs in cancer
FOXP1	MicroRNAs in cancer
PDCD4	MicroRNAs in cancer,Proteoglycans in cancer
HNRNPK	MicroRNAs in cancer,Spliceosome,Viral carcinogenesis
HOXD10	MicroRNAs in cancer,Proteoglycans in cancer
MDM4	MicroRNAs in cancer,p53 signaling pathway
MMP16	MicroRNAs in cancer,Parathyroid hormone synthesis secretion and action
SERPINB5	MicroRNAs in cancer,p53 signaling pathway
BCL2L2	MicroRNAs in cancer
FSCN1	MicroRNAs in cancer
SOX4	MicroRNAs in cancer
ZEB1	MicroRNAs in cancer,Prostate cancer,Transcriptional misregulation in cancer
TIMP3	MicroRNAs in cancer,Proteoglycans in cancer
UBE2I	MicroRNAs in cancer,NF-kappa B signaling pathway,RNA transport,Ubiquitin mediated proteolysis
HMGA2	MicroRNAs in cancer,Transcriptional misregulation in cancer
RECK	MicroRNAs in cancer
TP63	MicroRNAs in cancer
CCNG1	MicroRNAs in cancer,p53 signaling pathway
KIF23	MicroRNAs in cancer
ZEB2	MicroRNAs in cancer
SLC34A2	Mineral absorption,Parathyroid hormone synthesis secretion and action
SLC31A1	Mineral absorption,Platinum drug resistance
STEAP2	Mineral absorption
STEAP1	Mineral absorption
MT1E	Mineral absorption
MT1F	Mineral absorption
MT1G	Mineral absorption
MT1X	Mineral absorption
ATOX1	Mineral absorption
ATP7A	Mineral absorption,Platinum drug resistance
ATP7B	Mineral absorption,Platinum drug resistance
TRPV6	Mineral absorption,Salivary secretion
SLC39A4	Mineral absorption
SLC34A1	Mineral absorption,Parathyroid hormone synthesis secretion and action
SLC30A1	Mineral absorption
CABP1	Mineral absorption
EXO1	Mismatch repair
CITED2	Mitophagy - animal
FUNDC1	Mitophagy - animal
PGAM5	Mitophagy - animal,Necroptosis,TNF signaling pathway
NBR1	Mitophagy - animal
FIS1	Mitophagy - animal
TOMM7	Mitophagy - animal
RHOT1	Mitophagy - animal
MFN1	Mitophagy - animal,NOD-like receptor signaling pathway,Parkinson disease,Pathways of neurodegeneration - multiple diseases
BNIP3L	Mitophagy - animal
TFE3	Mitophagy - animal,Renal cell carcinoma,Transcriptional misregulation in cancer
TFEB	Mitophagy - animal
USP30	Mitophagy - animal
RHOT2	Mitophagy - animal
MFN2	Mitophagy - animal,NOD-like receptor signaling pathway,Parkinson disease,Pathways of neurodegeneration - multiple diseases
ADORA1	Morphine addiction,Neuroactive ligand-receptor interaction,Regulation of lipolysis in adipocytes,Renin secretion,Sphingolipid signaling pathway,cAMP signaling pathway,cGMP-PKG signaling pathway
ST6GALNAC2	Mucin type O-glycan biosynthesis
DOLPP1	N-Glycan biosynthesis
SRD5A3	N-Glycan biosynthesis,Steroid hormone biosynthesis
ERC1	NF-kappa B signaling pathway
ZAP70	NF-kappa B signaling pathway,Natural killer cell mediated cytotoxicity,PD-L1 expression and PD-1 checkpoint pathway in cancer,Primary immunodeficiency,Ras signaling pathway,T cell receptor signaling pathway,Th1 and Th2 cell differentiation,Th17 cell differentiation,Yersinia infection
CARD14	NF-kappa B signaling pathway
DNM1L	NOD-like receptor signaling pathway,Necroptosis,TNF signaling pathway
SUGT1	NOD-like receptor signaling pathway
COP1	NOD-like receptor signaling pathway,Ubiquitin mediated proteolysis,p53 signaling pathway
ANTXR2	NOD-like receptor signaling pathway
NEK7	NOD-like receptor signaling pathway
DEFA1	NOD-like receptor signaling pathway,Staphylococcus aureus infection,Transcriptional misregulation in cancer
DEFA3	NOD-like receptor signaling pathway,Staphylococcus aureus infection,Transcriptional misregulation in cancer
DEFA4	NOD-like receptor signaling pathway,Staphylococcus aureus infection,Transcriptional misregulation in cancer
DEFA5	NOD-like receptor signaling pathway,Staphylococcus aureus infection,Transcriptional misregulation in cancer
DEFA6	NOD-like receptor signaling pathway,Staphylococcus aureus infection,Transcriptional misregulation in cancer
DEF6	NOD-like receptor signaling pathway,Staphylococcus aureus infection,Transcriptional misregulation in cancer
GPRC6A	NOD-like receptor signaling pathway
NLRP1	NOD-like receptor signaling pathway
PANX1	NOD-like receptor signaling pathway
POP1	NOD-like receptor signaling pathway,RNA transport,Ribosome biogenesis in eukaryotes,Tight junction
GBP1	NOD-like receptor signaling pathway
GBP2	NOD-like receptor signaling pathway
IFI16	NOD-like receptor signaling pathway
DEFB103A	NOD-like receptor signaling pathway,Staphylococcus aureus infection
MEFV	NOD-like receptor signaling pathway,Yersinia infection
PKN1	NOD-like receptor signaling pathway,PI3K-Akt signaling pathway,Salmonella infection,Yersinia infection
PKN2	NOD-like receptor signaling pathway,PI3K-Akt signaling pathway,Yersinia infection
DEFB103B	NOD-like receptor signaling pathway,Staphylococcus aureus infection
ERBIN	NOD-like receptor signaling pathway
DHX33	NOD-like receptor signaling pathway
TP53BP1	NOD-like receptor signaling pathway
TRIP6	NOD-like receptor signaling pathway
DEFA1B	NOD-like receptor signaling pathway,Staphylococcus aureus infection,Transcriptional misregulation in cancer
SHARPIN	NOD-like receptor signaling pathway,Necroptosis,Shigellosis
CAMP	NOD-like receptor signaling pathway,Neutrophil extracellular trap formation,Salivary secretion,Staphylococcus aureus infection,Tuberculosis
ANTXR1	NOD-like receptor signaling pathway
RAET1L	Natural killer cell mediated cytotoxicity,Natural killer cell mediated cytotoxicity
RAET1G	Natural killer cell mediated cytotoxicity
CD244	Natural killer cell mediated cytotoxicity
ULBP2	Natural killer cell mediated cytotoxicity
ULBP1	Natural killer cell mediated cytotoxicity
NCR2	Natural killer cell mediated cytotoxicity
NCR1	Natural killer cell mediated cytotoxicity
CD48	Natural killer cell mediated cytotoxicity
FAF1	Necroptosis
USP16	Necroptosis
PPIA	Necroptosis
SPATA2	Necroptosis
INSL5	Neuroactive ligand-receptor interaction,Relaxin signaling pathway
NPY4R	Neuroactive ligand-receptor interaction,Neuroactive ligand-receptor interaction
LPAR6	Neuroactive ligand-receptor interaction,PI3K-Akt signaling pathway,Pathways in cancer,Phospholipase D signaling pathway
CALCRL	Neuroactive ligand-receptor interaction,Vascular smooth muscle contraction
NMUR1	Neuroactive ligand-receptor interaction
NMU	Neuroactive ligand-receptor interaction
NPFFR2	Neuroactive ligand-receptor interaction
UTS2	Neuroactive ligand-receptor interaction
UCN2	Neuroactive ligand-receptor interaction,Neuroactive ligand-receptor interaction
HRH3	Neuroactive ligand-receptor interaction
PTH2	Neuroactive ligand-receptor interaction
CHRNA1	Neuroactive ligand-receptor interaction
CHRNA2	Neuroactive ligand-receptor interaction
CHRNA5	Neuroactive ligand-receptor interaction
CHRNB1	Neuroactive ligand-receptor interaction
UCN3	Neuroactive ligand-receptor interaction
CHRNB3	Neuroactive ligand-receptor interaction
CHRND	Neuroactive ligand-receptor interaction
RXFP2	Neuroactive ligand-receptor interaction,Relaxin signaling pathway
LTB4R	Neuroactive ligand-receptor interaction
CNR1	Neuroactive ligand-receptor interaction,Rap1 signaling pathway,Retrograde endocannabinoid signaling,Thermogenesis
CNR2	Neuroactive ligand-receptor interaction
CORT	Neuroactive ligand-receptor interaction
ADM	Neuroactive ligand-receptor interaction,Vascular smooth muscle contraction
TAAR1	Neuroactive ligand-receptor interaction
ADRA2A	Neuroactive ligand-receptor interaction,cGMP-PKG signaling pathway
ADRA2C	Neuroactive ligand-receptor interaction,cGMP-PKG signaling pathway
S1PR3	Neuroactive ligand-receptor interaction,Sphingolipid signaling pathway
EDN2	Neuroactive ligand-receptor interaction,Renin secretion,Vascular smooth muscle contraction,cAMP signaling pathway
EDN3	Neuroactive ligand-receptor interaction,Renin secretion,Vascular smooth muscle contraction,cAMP signaling pathway
LPAR3	Neuroactive ligand-receptor interaction,PI3K-Akt signaling pathway,Pathways in cancer,Phospholipase D signaling pathway,Rap1 signaling pathway
FPR1	Neuroactive ligand-receptor interaction,Neutrophil extracellular trap formation,Rap1 signaling pathway,Staphylococcus aureus infection
FPR2	Neuroactive ligand-receptor interaction,Neutrophil extracellular trap formation,Staphylococcus aureus infection
FPR3	Neuroactive ligand-receptor interaction,Neutrophil extracellular trap formation,Staphylococcus aureus infection
NTSR2	Neuroactive ligand-receptor interaction
FSHR	Neuroactive ligand-receptor interaction,Ovarian steroidogenesis,cAMP signaling pathway
NPB	Neuroactive ligand-receptor interaction
GALR1	Neuroactive ligand-receptor interaction
GIPR	Neuroactive ligand-receptor interaction,cAMP signaling pathway
P2RY10	Neuroactive ligand-receptor interaction
GLRA1	Neuroactive ligand-receptor interaction
GLRA2	Neuroactive ligand-receptor interaction
GLRB	Neuroactive ligand-receptor interaction
NPBWR2	Neuroactive ligand-receptor interaction
PRLHR	Neuroactive ligand-receptor interaction
UTS2R	Neuroactive ligand-receptor interaction
MCHR1	Neuroactive ligand-receptor interaction
GPR35	Neuroactive ligand-receptor interaction
MLNR	Neuroactive ligand-receptor interaction
P2RY8	Neuroactive ligand-receptor interaction
NR3C1	Neuroactive ligand-receptor interaction
GRP	Neuroactive ligand-receptor interaction,RNA degradation,Spliceosome
GZMA	Neuroactive ligand-receptor interaction
HCRTR1	Neuroactive ligand-receptor interaction
TAAR6	Neuroactive ligand-receptor interaction
HTR1A	Neuroactive ligand-receptor interaction,Serotonergic synapse,Taste transduction,cAMP signaling pathway
HTR1B	Neuroactive ligand-receptor interaction,Serotonergic synapse,Taste transduction,cAMP signaling pathway
HTR1E	Neuroactive ligand-receptor interaction,Serotonergic synapse,Taste transduction,cAMP signaling pathway
HTR1F	Neuroactive ligand-receptor interaction,Serotonergic synapse,Taste transduction,cAMP signaling pathway
RXFP4	Neuroactive ligand-receptor interaction,Relaxin signaling pathway
